Age;Monthly Salary;Have you ever been refused a U.S. Visa?;Is your mother in the U.S.?;Do you have any immediate relatives, not including parents in the U.S.?;Do you have any other relatives in the United States?;MARRIED;COMMON LAW MARRIAGE;SINGLE;WIDOWED;Ha_Viajado_Binario;y
-0.4;0.83;0;0;1;1;0;1;0;1;0;0
-0.06;0.33;1;1;1;1;0;0;0;1;1;0
1.09;-1.56;0;1;0;0;1;1;0;0;1;0
0.75;-0.34;1;1;1;0;1;0;1;1;0;0
0.35;-0.55;1;0;1;1;0;0;1;0;1;0
-1.69;0.33;1;1;0;0;1;0;1;0;0;0
-0.81;-0.22;1;1;0;1;1;0;0;0;0;0
1.16;-0.07;0;1;1;0;0;1;0;1;1;0
0.96;-0.82;0;0;1;0;1;1;0;0;0;0
-0.61;1.63;1;1;0;0;0;1;0;1;1;0
1.7;0.32;0;0;0;0;1;1;0;1;1;0
-0.61;1.43;1;1;0;1;0;0;1;0;1;0
0.07;0.73;0;0;1;1;0;1;0;1;1;0
-1.49;0.02;0;1;1;1;1;0;0;0;1;0
0.28;0.64;0;1;1;1;0;1;1;1;1;0
-1.49;0.38;0;1;1;1;1;0;0;0;1;0
-0.81;0.04;0;0;1;1;1;0;0;0;0;0
-0.81;0.4;1;0;1;1;0;0;0;0;0;0
0.14;1.72;0;0;1;0;0;0;1;0;0;0
-1.49;0.37;0;1;1;1;0;0;1;1;1;0
-1.63;-0.37;1;0;0;1;1;1;0;0;0;0
-0.54;0.1;0;0;0;1;0;0;1;0;0;0
-1.15;-0.58;0;1;0;0;0;0;0;1;0;0
-1.08;0.54;0;1;0;1;1;0;1;0;1;0
1.57;0;1;1;0;1;0;1;1;1;0;0
0.82;-0.12;0;1;1;0;0;0;1;1;1;0
1.16;-0.84;1;1;0;1;0;0;0;0;1;0
-1.08;-1.08;0;1;0;0;1;0;1;1;0;0
0.89;-0.63;1;1;0;0;1;1;0;1;1;0
-0.95;-0.31;0;0;0;0;1;1;1;1;0;0
0.41;0.56;0;0;0;1;1;1;1;1;0;0
0.41;-1.65;0;0;0;1;1;0;0;0;0;0
-1.63;1.68;1;1;0;1;1;0;0;0;0;0
1.23;-1.09;0;0;0;1;0;1;0;0;1;0
1.7;1.29;1;1;0;0;1;0;0;0;0;0
-1.22;-1.15;0;1;0;0;0;1;1;1;0;0
-1.29;0.73;0;0;0;0;0;0;0;1;1;0
0.48;-1.72;1;1;0;0;1;1;0;0;0;0
0.75;1.67;0;1;0;0;0;1;1;1;1;0
-0.67;0.42;1;0;0;0;0;1;1;1;0;0
0.01;0.33;1;0;0;0;1;1;0;1;1;0
0.82;1.52;0;0;1;0;1;1;1;0;0;0
-0.2;0.26;1;0;0;1;1;0;1;1;1;0
-1.42;-0.64;1;1;1;0;0;1;1;1;0;0
-1.42;0.8;0;0;0;1;0;0;0;0;0;0
-0.61;-1.48;0;0;0;1;0;1;1;0;1;0
-1.22;0.64;1;0;1;0;0;1;1;0;0;0
-1.01;0.27;1;1;0;0;1;1;1;0;0;0
-0.67;-1.15;1;0;0;1;1;0;1;0;0;0
-0.95;-0.45;1;0;0;0;0;0;0;0;0;0
0.01;0.9;1;0;0;1;1;0;0;0;1;0
-1.56;0.79;1;1;0;1;1;0;1;0;0;0
1.03;-0.87;1;0;0;1;1;1;0;0;1;0
1.03;1.2;1;1;0;0;1;0;1;1;1;0
1.3;0.16;1;0;1;1;0;1;1;0;1;0
0.41;-0.66;1;0;0;0;0;1;0;0;1;0
-1.56;0.43;1;1;1;1;0;0;1;0;1;0
-1.15;0.34;1;0;0;1;1;1;1;1;0;0
0.07;0.61;1;0;1;0;0;1;1;1;1;0
-0.81;-1.19;1;0;0;0;0;0;1;0;0;0
0.07;-0.99;1;0;1;0;1;0;1;1;0;0
-0.13;0.09;0;0;1;0;1;0;0;0;0;0
-0.88;-1.42;1;0;0;1;0;0;0;1;1;0
-1.35;0.32;1;0;0;1;1;1;0;0;1;0
0.89;-1.47;0;1;0;1;0;1;1;0;1;0
-1.49;1.39;1;0;1;0;1;0;1;1;0;0
1.36;-1.59;0;1;1;1;1;0;1;1;1;0
-0.2;0.31;0;1;0;1;1;1;1;1;0;0
0.28;-0.82;1;1;1;0;1;0;0;1;0;0
0.01;-0.99;1;0;1;0;1;0;0;1;0;0
-1.01;0.31;1;0;0;1;0;1;0;0;0;0
-0.81;-0.27;1;1;0;1;0;0;1;1;1;0
-0.33;0.45;0;1;1;1;1;1;0;0;1;0
-0.81;-0.56;0;0;0;1;0;1;0;1;1;0
-0.06;-1.32;1;1;0;0;1;1;1;1;0;0
-0.95;-1.38;1;0;1;1;0;1;1;1;0;0
1.57;-0.93;0;0;1;0;1;1;0;0;0;0
1.5;0.42;1;0;0;1;1;0;0;1;1;0
0.01;0.2;1;1;1;1;0;0;1;1;0;0
-1.42;1.56;1;0;0;1;0;0;1;1;0;0
-1.15;-0.98;0;0;0;1;0;1;1;0;0;0
1.57;0.28;0;0;0;1;1;0;1;1;1;0
-0.74;0.84;0;1;0;0;1;0;0;1;0;0
1.3;-0.23;0;0;0;1;0;1;1;0;1;0
-1.08;1.36;0;1;0;0;1;0;1;1;1;0
0.48;-0.9;0;1;0;0;0;1;1;0;0;0
0.48;0.31;0;0;1;1;0;1;0;0;1;0
0.89;-0.93;1;1;1;1;1;1;1;0;1;0
-0.2;0.67;1;1;1;1;0;0;0;1;0;0
-0.88;1.57;1;0;0;0;1;0;1;1;0;0
1.64;-1.29;0;1;0;0;0;1;1;1;1;0
-1.63;0.27;0;0;1;0;1;0;1;1;1;0
0.89;-0.66;1;1;0;1;1;0;0;1;1;0
-1.69;0.31;0;0;1;0;1;0;0;1;1;0
0.14;-0.22;0;1;1;0;1;0;0;1;0;0
0.48;-1.6;0;1;1;0;1;1;0;0;1;0
-0.27;0.35;1;0;0;1;1;0;0;1;0;0
0.96;1.68;0;0;0;1;0;1;1;1;1;0
0.48;1.21;1;0;1;1;0;0;1;0;1;0
0.41;0.5;0;0;1;0;1;1;1;1;0;0
1.57;1.43;0;1;0;0;1;0;0;1;1;0
-0.74;-1.17;1;0;1;0;0;1;1;0;0;0
1.64;0.11;1;0;1;1;1;0;1;0;1;0
-1.01;-0.89;1;1;0;1;0;0;0;0;0;0
0.21;0.89;0;0;0;0;1;0;0;0;0;0
0.07;0.56;1;1;0;0;1;0;0;0;1;0
1.57;-0.7;0;1;1;0;1;1;0;0;0;0
-1.15;-0.79;0;1;1;1;0;0;1;1;0;0
0.35;0.23;0;0;1;1;0;1;1;1;0;0
1.09;0.51;0;0;0;0;1;1;0;0;1;0
-1.49;1.2;1;1;0;1;0;0;0;1;1;0
-0.33;-1.56;1;1;1;0;1;1;0;1;1;0
-0.13;-0.35;0;0;1;0;0;1;1;0;1;0
-0.54;-0.78;0;0;1;0;0;1;0;0;0;0
-0.33;-0.37;1;1;0;0;1;1;1;1;0;0
-1.63;-1.48;0;1;1;1;1;1;0;1;1;0
-1.69;0.74;1;0;1;1;0;0;0;0;1;0
-0.33;0.39;0;1;1;1;1;1;0;1;0;0
0.69;-1.21;0;1;0;0;0;1;1;0;1;0
1.43;-1.3;1;0;1;0;1;0;1;0;0;0
1.3;0.5;0;1;1;1;0;0;1;0;0;1
1.7;-1.08;1;0;0;0;1;1;0;0;1;0
-0.54;-0.8;0;1;0;1;1;0;1;1;1;0
0.55;1.29;0;1;0;0;1;1;1;0;1;0
-0.81;-0.69;0;0;0;0;1;1;0;1;0;0
-1.49;1.02;1;1;1;0;1;1;1;0;0;0
1.7;-1.38;1;1;0;1;0;1;1;0;1;0
-0.06;-1.58;1;0;0;1;1;1;0;0;0;0
-0.27;-0.91;0;0;1;1;1;1;0;0;1;0
-1.22;-1.49;0;0;1;1;1;1;0;0;0;0
-1.29;-1.53;1;0;1;0;0;1;1;1;1;0
-0.67;0.19;1;0;1;1;1;0;0;0;0;0
-0.4;1.55;1;1;0;0;1;1;0;0;0;0
1.03;-0.52;0;0;1;0;1;0;1;0;1;0
-1.42;-1.63;0;1;0;0;0;0;1;1;1;0
0.89;-0.88;0;0;1;1;1;0;1;0;0;0
-0.95;-1.05;0;0;1;1;0;0;0;0;0;1
-0.4;0.92;1;0;0;1;0;1;1;0;1;0
0.96;-0.06;0;0;1;0;0;1;1;0;1;0
-1.08;-1.55;1;0;0;0;1;1;1;1;1;0
-0.54;1.38;0;1;0;1;1;1;0;1;0;0
1.7;-0.07;0;0;0;0;1;0;0;0;1;0
0.41;-1.12;0;1;1;0;0;1;1;1;1;0
-1.15;-1.38;0;1;0;0;1;1;0;1;1;0
-0.33;-0.8;1;1;1;1;1;0;1;1;1;0
1.5;1.06;1;1;0;0;0;0;0;1;0;0
0.35;1.06;1;1;0;1;1;0;0;0;0;0
-1.22;1.03;0;1;0;1;1;0;1;1;1;0
-0.33;-1.53;0;1;0;0;0;1;0;0;0;0
1.23;1.58;1;1;0;1;0;0;0;1;0;0
-0.74;-1.5;0;1;0;1;1;0;0;0;1;0
-1.35;-0.63;0;0;1;1;1;1;0;0;1;0
-0.74;0.51;1;1;0;0;0;1;0;1;1;0
-0.88;-0.82;1;1;1;1;1;0;1;0;1;0
1.3;-1.58;0;0;0;1;1;1;1;1;0;0
0.62;0.24;1;0;1;0;0;1;1;0;1;0
-0.13;0.6;0;0;0;1;0;1;0;1;0;0
0.07;-0.76;0;1;1;1;0;0;1;1;0;0
-1.56;1.12;0;0;1;1;0;1;0;1;0;0
1.57;-1.33;1;1;0;1;0;1;1;0;0;0
1.5;0.03;0;1;1;1;1;0;1;0;0;0
-1.56;-0.97;1;0;0;1;0;1;1;1;0;0
1.57;-1.5;1;1;1;0;1;0;1;1;0;0
-0.81;0.23;0;1;1;0;1;1;0;1;1;0
-0.74;0.97;1;1;0;0;0;1;1;0;1;0
1.36;-1.24;1;0;1;0;0;1;0;0;1;0
0.82;1.28;1;1;1;0;0;1;1;1;0;0
-0.47;-1.05;0;1;1;1;1;0;0;1;1;0
0.82;-0.84;0;0;1;1;0;0;1;0;1;0
-0.4;-0.42;1;1;1;0;1;1;0;0;0;0
-0.61;0.61;0;1;1;0;1;0;0;0;0;0
-0.81;0.27;0;1;0;1;1;0;0;0;0;0
0.28;0.58;0;1;0;0;1;0;1;1;0;0
1.43;-0.38;1;1;1;0;0;0;1;0;0;1
-1.22;0.08;1;1;0;1;1;0;0;1;0;0
1.09;1.4;1;0;0;1;1;1;0;1;0;0
-0.61;-1.01;1;1;0;0;0;0;0;0;1;0
1.7;1.63;1;1;0;0;0;1;1;0;0;0
0.07;-0.93;1;1;1;1;0;0;1;1;1;0
0.07;0.47;1;0;0;0;0;0;1;1;0;0
0.89;0;0;0;0;1;1;0;1;1;0;0
-1.01;-0.7;1;0;1;1;1;0;1;0;1;0
-0.81;-1.28;0;1;0;0;1;0;0;1;0;0
1.5;-0.78;1;1;1;0;1;0;1;1;0;0
-1.49;0.2;1;0;0;0;0;1;0;0;1;0
-0.47;-0.29;0;0;0;1;0;1;1;0;1;0
-0.88;0.17;0;1;0;0;1;0;1;0;1;0
0.48;0.11;1;0;1;1;0;1;0;1;1;0
1.09;-1.02;0;1;1;1;1;1;0;0;0;0
0.41;-1.42;1;1;0;1;0;0;0;1;1;0
0.89;0.91;1;1;0;1;0;1;1;1;0;0
-0.54;-0.51;1;1;0;1;0;0;0;1;1;0
-1.49;-0.67;1;1;0;0;0;0;0;1;1;0
-0.13;-1.5;1;1;1;0;0;0;0;1;0;0
0.96;-0.56;0;0;0;0;0;1;0;1;1;0
-1.56;-0.11;0;0;1;0;1;0;1;0;1;0
-1.56;0.95;0;0;0;0;0;0;0;1;1;0
-0.27;-0.16;1;1;0;0;0;0;1;0;1;0
1.5;1.65;1;0;0;0;1;0;1;0;1;0
-0.54;1.5;0;0;1;1;0;0;0;1;0;0
-1.56;0.83;1;0;1;0;0;1;0;1;1;0
-1.08;1.12;1;1;1;1;1;0;1;0;1;0
-0.95;0.01;1;0;1;1;0;0;1;1;0;0
-1.29;0.71;0;0;0;0;0;0;1;1;1;0
-0.2;0.42;1;1;1;1;0;0;0;0;0;0
-1.15;0.67;1;1;0;0;0;0;1;0;0;0
-1.29;-0.15;1;1;0;0;1;0;0;0;0;0
-0.27;1.39;0;1;1;1;1;1;1;0;1;0
-0.27;-0.9;0;0;0;0;1;1;1;0;0;0
-0.06;0.33;0;0;0;1;0;0;1;0;0;0
0.01;0.82;1;1;1;1;1;1;0;1;1;0
-1.22;1.14;1;0;0;0;0;0;1;0;0;0
-1.22;-0.91;0;0;0;0;0;0;1;1;0;0
-1.22;0.87;1;1;0;0;1;1;0;0;1;0
1.7;-1.07;0;1;0;0;0;1;0;1;0;0
0.96;0.81;0;1;0;1;0;0;0;1;0;0
0.01;-0.39;1;0;1;0;1;1;0;0;1;0
-1.56;0.89;1;0;0;1;0;0;1;0;1;0
-1.29;0.32;1;1;0;1;1;0;0;0;1;0
1.16;1.53;1;0;0;1;1;0;0;0;1;0
-1.15;-0.63;1;1;0;0;0;0;0;1;1;0
-1.63;-1.18;0;1;1;1;0;0;0;1;0;0
0.14;-0.21;0;0;0;0;0;0;1;1;1;0
0.55;-0.77;1;0;0;1;1;0;0;1;0;0
0.35;0.48;0;1;1;1;1;1;1;0;1;0
0.01;-1.3;1;1;1;0;1;0;0;1;1;0
-0.88;-1.07;0;0;0;1;1;0;0;1;0;0
-1.49;1.13;1;0;1;1;1;1;0;1;1;0
-0.4;1.27;0;0;0;1;1;1;0;1;0;0
-1.69;-0.36;1;1;1;1;1;0;1;1;1;0
0.21;1.15;0;1;0;1;0;0;0;0;0;0
0.89;0.65;0;0;1;1;0;0;1;1;0;0
1.36;-0.37;1;1;0;0;1;1;0;0;1;0
-0.33;0.08;0;0;0;1;0;0;1;0;0;0
1.5;0.12;1;0;0;0;0;0;0;0;0;1
-0.27;-0.83;1;0;0;0;0;0;0;0;0;0
-0.13;-0.71;1;0;1;1;0;1;1;1;0;0
-1.56;1.3;0;1;0;1;1;1;1;0;0;0
0.41;-1.48;0;0;1;0;0;0;0;0;1;0
0.82;-1.66;0;1;1;1;1;0;1;1;1;0
0.07;1.42;1;1;0;1;1;0;1;0;1;0
0.62;-1.49;1;1;1;1;1;1;1;1;1;0
1.23;0.26;0;1;0;0;1;1;0;1;0;0
-0.27;-0.8;1;0;1;0;1;1;1;1;0;0
-0.06;0.43;0;1;0;1;0;1;1;1;1;0
0.28;1.52;0;0;1;1;0;1;1;1;1;0
0.89;1.57;1;1;1;1;0;1;1;1;0;0
-0.74;1.38;0;0;0;1;1;1;0;0;1;0
-1.08;0.26;1;0;1;1;0;0;1;0;0;0
-0.54;1.22;1;0;1;0;0;0;0;0;0;0
0.35;1.04;1;1;1;0;1;1;1;1;0;0
1.57;0.42;1;1;0;1;1;0;1;1;0;0
0.82;0.26;1;1;1;0;0;0;1;0;1;0
0.62;-1.68;0;1;0;0;1;1;0;0;0;0
-0.33;1.09;0;1;1;1;1;0;0;0;0;0
1.36;0.4;1;0;1;1;1;0;0;0;0;0
0.14;0.77;1;0;0;1;0;1;1;0;1;0
0.48;-1;0;0;0;0;1;1;0;0;1;0
1.5;-1.7;0;1;0;0;0;1;0;1;1;0
0.07;-1.2;0;1;0;1;0;1;0;1;1;0
-1.42;0.65;0;0;0;1;1;0;0;1;1;0
-0.74;-0.16;1;0;1;1;1;1;0;1;1;0
1.43;-0.03;0;1;0;0;1;0;1;1;0;0
1.3;0.62;0;0;1;0;0;1;1;1;0;0
-0.27;-0.62;1;1;1;0;1;1;1;1;1;0
1.43;1.46;0;0;1;1;0;1;1;0;0;0
0.41;1.19;1;1;0;0;1;0;1;0;1;0
-1.01;-0.9;1;1;1;0;0;0;0;0;0;0
-0.13;0.96;1;1;1;1;0;1;1;0;1;0
-0.74;1.62;1;0;1;0;1;1;1;0;1;0
-0.47;-1.72;0;1;1;1;1;0;0;0;0;0
1.64;0.15;0;0;1;1;1;1;1;1;1;0
0.01;-0.62;0;0;1;1;1;0;1;0;1;0
-0.47;-0.52;0;1;0;0;1;1;1;1;0;0
1.16;-0.26;1;1;0;0;1;0;1;1;0;0
-0.06;-1.33;0;0;1;1;1;0;1;0;1;0
-1.22;0.73;0;0;1;0;0;1;0;1;1;0
0.62;1.65;1;1;0;1;1;0;1;0;0;0
1.5;-1.43;1;0;0;0;1;0;1;1;0;0
0.75;0.77;1;0;0;1;1;0;1;1;0;0
-0.88;-0.86;1;1;0;0;1;1;0;0;1;0
1.23;1.36;1;0;0;1;0;0;1;1;1;0
0.55;0.86;0;0;0;1;0;1;1;1;1;0
0.55;0.96;1;0;0;0;0;0;1;0;1;0
0.14;0.3;1;0;1;0;1;1;0;1;1;0
-0.61;1.01;1;1;1;1;1;0;0;1;0;0
0.41;1.3;1;1;0;0;1;1;0;1;1;0
-0.81;-0.18;1;0;1;1;0;1;0;0;1;0
-0.13;1.6;1;0;0;1;0;0;1;1;1;0
1.3;-1.3;0;1;1;0;1;1;0;1;0;0
-0.81;-1.45;1;1;1;0;1;0;1;0;1;0
0.89;1.28;1;0;1;1;0;1;0;1;0;0
-0.81;1.54;0;1;1;0;0;0;0;0;1;0
-0.61;0.55;0;0;1;0;0;1;1;0;1;0
-0.2;-1.48;1;1;1;0;0;0;1;0;0;1
-0.27;0.51;1;1;0;1;1;1;1;1;1;0
1.57;-0.5;1;0;1;0;1;0;1;0;1;0
0.69;0.51;0;1;0;0;1;0;0;1;1;0
1.57;0.44;0;0;0;1;1;1;0;0;0;0
-0.81;-0.67;1;1;0;1;0;1;0;0;1;0
-0.27;0.85;0;0;1;0;1;1;1;1;0;0
-1.15;1.4;0;0;1;1;1;0;1;1;1;0
0.89;0.54;0;1;0;0;1;1;1;1;1;0
0.01;0.79;1;1;0;0;0;0;0;0;0;0
-0.06;-1.33;0;1;1;1;1;0;0;0;0;0
1.03;1.48;0;0;0;1;1;1;0;0;0;0
-0.54;-0.84;0;0;0;1;1;1;1;0;0;0
0.89;-1.69;0;0;0;0;1;1;0;1;0;0
-1.69;-0.78;0;1;0;0;1;1;0;0;1;0
0.75;1.27;0;1;1;1;1;0;1;1;1;0
-0.13;0.29;0;1;1;0;1;1;1;1;0;0
-0.67;-0.98;1;0;0;1;1;0;0;1;1;0
-1.29;-1.27;1;1;0;1;1;1;1;1;0;0
1.43;0.38;0;0;0;0;0;0;1;0;0;1
-0.74;0.93;1;1;0;0;0;1;0;0;0;0
-1.56;0.9;0;1;0;0;1;1;0;1;0;0
-0.33;1.28;0;1;0;1;0;0;1;1;0;0
-0.61;0.81;1;1;0;0;1;0;1;0;1;0
1.57;1.44;1;1;0;1;0;0;1;1;0;0
0.96;-1.67;1;0;0;1;1;1;0;0;0;0
-1.15;0.36;1;1;0;1;1;0;1;0;0;0
-1.69;-1.42;1;1;0;1;1;1;0;0;0;0
-1.29;1.51;1;0;0;0;1;0;1;1;1;0
-0.2;-0.03;0;0;0;1;1;0;1;0;0;0
-1.15;-0.71;0;0;0;1;1;1;1;0;1;0
-0.88;0.02;0;1;1;0;0;0;0;0;0;0
1.16;1.49;1;1;1;0;0;0;1;1;0;0
1.7;0.61;0;0;0;0;0;1;1;1;1;0
-0.33;0.83;1;0;0;1;1;1;1;1;1;0
0.01;1.35;1;0;0;0;1;0;1;1;0;0
-1.69;-1.35;1;0;0;1;1;0;1;0;1;0
-1.49;0.8;1;1;1;1;0;0;1;0;0;0
0.14;0.89;0;0;0;1;0;0;1;0;1;0
-0.2;1.62;0;0;1;0;0;0;0;0;0;0
-1.01;-1.63;1;0;0;1;1;0;1;1;0;0
1.43;-0.55;0;0;0;0;1;1;0;1;1;0
1.7;-1.27;0;1;0;0;1;1;1;1;1;0
-0.74;1.5;0;1;0;0;0;0;1;1;0;0
-1.56;0;0;1;0;0;1;1;0;1;1;0
1.03;-0.01;0;0;0;1;1;1;0;1;1;0
-1.42;-0.29;0;0;1;1;0;1;0;0;0;0
-1.22;-0.83;0;0;0;1;0;1;1;1;1;0
1.57;1.32;0;1;1;0;1;0;1;1;1;0
1.43;-1.29;1;1;0;0;1;0;1;1;0;0
1.5;-1;1;0;1;0;0;1;0;1;1;0
-0.13;0.4;1;1;0;0;1;1;0;0;0;0
0.35;-0.55;0;1;0;1;1;0;1;0;0;0
-0.54;1.47;0;0;0;0;0;0;1;1;1;0
-0.27;-1.48;1;1;1;1;1;1;0;0;1;0
-1.49;-1.04;0;1;1;0;0;0;0;1;0;0
-1.63;0.47;1;0;1;1;0;0;1;0;1;0
-1.63;0.14;0;0;1;0;1;1;1;0;1;0
0.48;-1.56;1;0;1;1;0;1;1;1;1;0
0.69;-1.08;1;1;0;1;0;1;1;0;1;0
0.41;1.08;0;0;1;0;0;1;0;1;1;0
0.89;1.34;0;1;0;0;0;0;1;1;1;0
1.23;-1.57;0;0;1;0;1;1;0;0;0;0
-1.49;0.66;0;1;0;1;0;0;1;0;1;0
0.48;-0.2;1;1;1;1;1;0;0;0;1;0
0.89;-0.29;0;0;1;1;0;0;1;0;1;0
-1.15;0.64;0;1;1;0;0;1;0;0;1;0
0.62;0.73;1;1;0;1;0;0;0;1;0;0
-1.69;-0.87;1;1;0;0;0;0;0;0;0;0
-1.42;0.87;1;0;0;0;1;1;0;1;0;0
0.14;-0.31;1;1;0;0;0;0;0;1;0;0
-1.63;0.07;0;1;1;0;0;0;1;1;0;0
0.89;1.59;0;1;0;1;0;0;1;0;0;0
0.96;-0.38;0;1;1;0;0;0;1;1;0;0
-0.88;-1.36;0;0;0;1;0;0;0;0;0;1
-1.49;-1.12;1;0;0;1;1;0;0;0;0;0
-0.81;0.19;1;1;0;0;1;0;1;1;1;0
-1.15;1.56;0;1;0;0;1;0;0;0;1;0
-1.42;-0.12;1;0;0;1;1;1;0;1;0;0
-1.49;-1.65;1;1;0;0;1;1;1;0;1;0
-0.67;-0.73;0;0;0;1;0;0;0;1;1;0
1.03;-0.58;1;0;1;0;1;0;0;0;0;0
-0.95;-1.13;0;0;1;0;1;1;0;0;0;0
0.69;-0.22;0;1;1;0;0;0;0;0;0;1
-0.88;0.08;1;0;1;1;0;0;0;0;0;0
-0.2;1.4;0;1;0;0;0;0;1;0;0;0
1.43;0.38;1;0;1;0;1;1;0;1;1;0
-1.56;-0.05;1;0;1;0;1;1;1;1;0;0
-1.49;-1.48;0;0;0;1;1;0;0;1;0;0
-1.01;0.4;0;0;1;1;0;0;1;1;0;0
1.3;-0.38;1;1;0;1;1;0;0;1;1;0
-1.08;-0.12;0;1;0;1;0;0;1;0;0;0
-0.88;-0.19;1;0;1;0;1;0;0;1;1;0
0.82;-1.11;0;0;1;0;1;1;0;0;1;0
-1.63;-0.55;0;0;0;0;1;1;1;0;1;0
-1.35;-1.04;1;0;1;1;0;0;1;0;0;0
-1.22;1.19;1;0;0;0;1;1;0;1;0;0
-1.56;1.37;1;0;1;1;0;1;1;1;1;0
0.07;-1.15;1;0;0;0;1;1;0;1;0;0
-1.69;0.14;0;0;0;0;1;0;0;1;1;0
-1.63;-1.01;0;1;0;1;0;1;1;0;0;0
-0.81;0.65;0;1;1;1;1;0;1;0;0;0
-1.63;-1.23;1;1;0;1;1;0;1;0;0;0
0.89;0.41;1;1;0;0;1;0;1;0;0;0
-0.54;-0.61;0;1;0;1;1;1;1;1;0;0
1.09;0.38;1;1;1;1;1;1;1;0;0;0
-0.13;-0.87;0;1;1;0;0;0;0;1;1;0
0.82;-0.01;1;1;0;1;1;1;1;0;0;0
-1.63;-1.7;1;1;1;0;0;1;0;1;0;0
-1.15;0.07;1;1;0;0;0;1;1;0;1;0
1.57;-1.4;1;1;1;0;1;1;0;1;0;0
-1.22;1.59;1;1;0;1;1;1;1;1;1;0
1.64;0.06;1;1;1;1;0;1;1;0;0;0
-1.42;0.19;1;1;0;0;1;1;0;0;1;0
1.03;1.03;1;0;0;1;0;0;0;0;1;0
0.96;-1.68;1;0;0;1;1;0;1;0;0;0
0.28;-0.89;1;0;1;1;0;1;0;0;0;0
-1.08;1.38;1;1;0;1;0;0;1;0;0;0
-1.22;0.46;1;1;0;1;1;0;0;0;0;0
-0.88;-0.89;1;1;0;1;1;1;0;1;0;0
0.48;-1.24;1;0;1;1;0;1;0;0;0;0
-0.33;-1.35;0;1;1;0;0;1;1;0;1;0
-1.63;1.38;0;0;1;0;1;0;0;0;0;0
0.01;0.04;0;1;0;1;1;0;1;1;1;0
1.7;0.5;0;0;1;0;0;0;0;0;0;1
-1.69;0.76;1;1;1;1;1;0;0;1;1;0
0.14;0.37;1;0;0;0;0;0;1;0;1;0
-0.67;-0.15;0;0;1;1;1;1;1;1;0;0
-0.47;-0.97;0;0;0;1;1;0;0;0;0;0
1.03;0.69;0;0;1;0;0;0;0;1;1;0
-0.33;-1.49;1;1;0;0;1;1;0;1;1;0
1.03;0.32;1;0;1;0;0;1;0;0;0;0
-0.61;0.66;0;0;0;0;0;0;0;1;1;0
0.82;0.27;0;0;1;0;0;0;0;0;0;1
-0.81;-1.39;0;1;0;0;1;1;1;1;0;0
1.03;0.33;1;0;0;1;0;0;0;0;0;1
-1.42;-0.25;0;0;1;1;1;1;1;0;0;0
-1.42;-0.61;1;1;1;1;1;0;0;1;1;0
0.35;1.62;0;0;0;1;1;1;0;0;0;0
0.07;-1.53;0;0;0;1;0;0;0;1;1;0
0.28;-0.48;0;0;1;0;1;1;1;0;1;0
0.48;-0.17;1;1;0;1;0;1;0;1;1;0
-1.56;1.17;1;0;1;0;0;0;1;0;1;0
0.21;-0.1;0;0;1;0;1;1;1;1;1;0
1.09;-1.35;1;0;1;0;0;0;1;1;1;0
-1.69;-0.15;1;0;0;0;0;1;1;0;1;0
1.36;-1.29;1;0;1;1;1;0;0;1;1;0
1.16;-1.71;0;0;1;1;1;0;0;1;0;0
-1.63;1.4;0;0;0;1;1;1;0;1;0;0
-0.95;0.66;0;1;1;0;1;1;1;1;1;0
0.69;-1.55;0;0;1;0;1;1;0;1;0;0
1.3;0.02;0;0;1;1;0;0;0;0;0;1
0.69;0.55;0;1;0;1;0;0;1;1;0;0
-0.81;-0.16;1;1;1;0;1;0;0;1;1;0
1.57;1.24;1;0;1;0;0;0;1;1;0;0
-1.15;0.72;1;0;1;0;1;0;1;0;0;0
0.07;0.32;1;0;1;1;1;0;1;0;0;0
0.35;-1.6;0;0;1;1;0;0;0;1;1;0
1.23;-1.39;0;1;0;0;0;1;1;1;0;0
-1.69;-0.64;1;1;0;1;1;0;0;1;0;0
-0.88;1.3;1;0;1;0;0;0;0;0;1;0
0.28;-0.01;0;1;0;0;1;1;0;0;0;0
1.09;-0.72;0;0;1;1;1;0;0;1;0;0
-1.56;0.13;1;1;0;0;0;0;0;0;1;0
1.5;-0.2;1;1;0;0;1;0;1;1;0;0
-1.22;0.02;1;0;0;1;0;1;1;1;1;0
-0.88;-1.14;1;0;0;1;1;1;0;1;1;0
-0.81;-0.65;0;1;0;0;1;0;0;1;0;0
0.89;0.07;0;1;1;1;0;1;0;1;0;0
-1.63;0.52;0;1;0;1;0;1;1;0;0;0
-1.63;1.48;0;1;0;1;1;1;0;0;1;0
-0.33;0.35;1;1;1;1;0;1;1;1;0;0
-1.22;-1.69;0;0;0;0;0;0;0;0;1;0
-1.42;0.06;1;0;1;1;1;1;1;1;0;0
0.41;-0.37;0;1;1;0;0;0;0;0;1;0
0.28;1.7;1;0;0;0;1;0;1;1;1;0
1.5;-1.26;0;0;1;1;0;1;0;1;1;0
0.41;0.76;1;0;0;1;1;1;0;0;1;0
-0.4;0.66;1;0;1;1;1;0;0;0;1;0
-0.06;1.26;1;1;1;1;1;1;0;0;1;0
1.5;-0.31;1;1;1;0;1;0;1;0;1;0
-1.63;-0.94;0;0;1;1;1;0;1;1;0;0
-1.49;-0.72;0;0;0;0;0;1;1;1;0;0
1.64;-0.41;0;0;0;1;0;0;0;0;0;1
